"id","name","state","latitude","longitude","AvgMonthlyTemp","Month","Year"
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,36.918064516129,1,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,36.918064516129,1,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,36.3682142857143,2,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,36.3682142857143,2,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,3,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,3,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,61.547,4,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,61.547,4,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,69.7912903225806,5,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,69.7912903225806,5,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,78.923,6,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,78.923,6,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,79.3835483870968,7,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,79.3835483870968,7,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,8,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,8,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,73.436,9,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,73.436,9,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,60.3558064516129,10,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,60.3558064516129,10,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,49.154,11,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,49.154,11,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,32.5835483870968,12,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,32.5835483870968,12,2010
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,35.5070967741935,1,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,35.5070967741935,1,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,45.7475,2,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,45.7475,2,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,49.4454838709677,3,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,49.4454838709677,3,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,61.187,4,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,61.187,4,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,67.968064516129,5,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,67.968064516129,5,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,77.402,6,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,77.402,6,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,7,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,7,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,8,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,NA,8,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,72.02,9,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,72.02,9,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,59.0754838709677,10,2011
"USC00310090","ALBEMARLE","NC",35.3992,-80.1994,59.0754838709677,10,2011
